1621210884000,1621155835000,1621153245000,1620971116000,1620746015000,1620625303000,1619616047000,1618546247000,1618486398000,1618486127000,1618464777000,1618463988000,1617939919000,1617297923000,1616682836000,1616127436000,1615875065000,1615708265000,1615707976000,1615707641000,1615034403000,1614748029000,1614702994000,1614657428000,1613971626000,1613844389000,1613839348000,1613374402000,1613373916000,1613114857000,1613063313000,1612998491000,1612790856000,1612765514000,1612694192000,1612693459000,1612629745000,1612456021000,1612455326000,1612452935000,1608485404000,1605667521000,1595058823000,1587846592000
0.50421,0.53408,0.53448,0.50769,0.49838,0.54338,0.32175,0.2673979,0.129488,0.1299005,0.1291471,0.1289079,0.0615,0.0608898,0.0507493,0.0574821,0.0568797,0.0612731,0.0608881,0.0610492,0.0506439,0.0503223,0.0508124,0.0519468,0.0565153,0.0562184,0.0547973,0.0541907,0.0535338,0.0672401,0.0722197,0.0729994,0.07322,0.0732463,0.0610265,0.0602919,0.0507751,0.0452112,0.0483649,0.0520553,0.004506,0.0029369,0.003436,0.0021076
0.50452,0.53279,0.53452,0.50835,0.49898,0.54298,0.32087,0.2559258,0.1300328,0.1292414,0.1308579,0.1290592,0.0615119,0.0607663,0.0506887,0.05748,0.0567638,0.0612043,0.0608879,0.0610418,0.0506594,0.050362,0.0507855,0.0517876,0.0563519,0.0562959,0.054485,0.0541463,0.0537678,0.0673924,0.0722809,0.073154,0.0732893,0.0734022,0.0612218,0.0606387,0.0509157,0.0457406,0.048219,0.0517223,0.0044808,0.002938,0.0034302,0.0021076
0.5048,0.532,0.53489,0.51172,0.49857,0.54441,0.32059,0.2651426,0.1305,0.1291,0.1341611,0.1291494,0.0615118,0.0609042,0.0506699,0.0574501,0.0567771,0.0612548,0.0608997,0.0611135,0.0506621,0.0503884,0.0507484,0.0519413,0.0563348,0.0562386,0.0545475,0.0541921,0.0537275,0.0677687,0.0720998,0.0733751,0.0730293,0.073702,0.061471,0.0606792,0.0509453,0.0469215,0.0475255,0.0508535,0.0044831,0.0029389,0.0034159,0.0021076
0.5044,0.52981,0.53473,0.51438,0.49526,0.54237,0.32123,0.2722624,0.1305587,0.1290413,0.1337552,0.1287212,0.0614898,0.0614733,0.0507417,0.0574624,0.0569042,0.0611871,0.0611204,0.0610363,0.0506876,0.0503896,0.0506699,0.0517705,0.056002,0.0563196,0.0551032,0.0543469,0.0538075,0.0672503,0.0719561,0.0732299,0.0726052,0.0731314,0.0614991,0.0605291,0.0511571,0.0474489,0.0471533,0.0505759,0.0045142,0.0029388,0.0034109,0.0021076
0.5052,0.53044,0.53462,0.51402,0.49581,0.53965,0.32364,0.2682594,0.1304728,0.1297637,0.1338739,0.1285633,0.061493,0.061509,0.050768,0.0574868,0.0569927,0.0612646,0.0612954,0.0609572,0.0506237,0.0504443,0.050637,0.0517784,0.056154,0.0563232,0.0551171,0.0541651,0.05386,0.0671244,0.0719515,0.0733077,0.0732117,0.0730945,0.0612691,0.0605049,0.0508407,0.047859,0.0472022,0.0498707,0.0044811,0.0029389,0.0034191,0.0021138
0.50779,0.52991,0.53461,0.51253,0.4974,0.53965,0.32454,0.2682789,0.1299709,0.129488,0.1349516,0.1280415,0.061494,0.0619797,0.0507629,0.0574842,0.0569478,0.0612724,0.0612731,0.0607241,0.0506197,0.0504551,0.050652,0.0517066,0.0565002,0.0564371,0.0548643,0.0544854,0.0537014,0.0672164,0.0718346,0.0733479,0.0734136,0.0734253,0.0613983,0.060486,0.0510354,0.0481691,0.046779,0.0500403,0.004443,0.0029404,0.0034199,0.0021138
0.50914,0.53078,0.53457,0.51009,0.49639,0.54008,0.32457,0.26475,0.1299637,0.1300328,0.1356856,0.1277824,0.0614877,0.0617465,0.0506916,0.0574947,0.0569261,0.0613577,0.0612043,0.0608881,0.0507131,0.0505206,0.0506456,0.051726,0.0564246,0.0565702,0.0549842,0.0543021,0.0547445,0.0674733,0.0718673,0.0732803,0.073569,0.0735377,0.0616997,0.0609853,0.0509507,0.0478,0.046197,0.0495988,0.0044565,0.0029399,0.0034242,0.0021137
0.50999,0.52979,0.53347,0.5087,0.49689,0.53883,0.32614,0.2618805,0.1298301,0.1305,0.1372005,0.1283556,0.0615175,0.0615548,0.0507589,0.0574364,0.0569216,0.0615081,0.0612548,0.0608879,0.0506793,0.0505982,0.0506732,0.0517077,0.0566793,0.0564474,0.0550241,0.0540003,0.0544317,0.0673515,0.0716101,0.0732999,0.073815,0.0730345,0.0616725,0.0611947,0.05091,0.0480073,0.0456235,0.0503182,0.0044439,0.0029399,0.0034309,0.0021079
0.50911,0.53116,0.5339,0.50767,0.49583,0.53894,0.32665,0.2589984,0.1296361,0.1305587,0.1385216,0.1283327,0.0615671,0.0618007,0.0508948,0.0574506,0.0568925,0.061436,0.0611871,0.0608997,0.0507144,0.050598,0.0506895,0.0517666,0.0565853,0.0563969,0.0549313,0.0542813,0.0541907,0.0674056,0.07161,0.0732911,0.0737,0.0726438,0.0612531,0.0613497,0.0509937,0.0480796,0.0447072,0.0508721,0.0044202,0.0029399,0.0034232,0.0021079
0.50842,0.5304,0.53325,0.50513,0.4969,0.54047,0.32553,0.25376,0.1302586,0.1304728,0.1397006,0.1283496,0.0615303,0.0619613,0.0508626,0.0574461,0.0568091,0.0613544,0.0612646,0.0611204,0.0506869,0.0505919,0.0506245,0.0517789,0.056513,0.05635,0.0548813,0.0541942,0.0541463,0.0670754,0.0716097,0.0733077,0.0735532,0.0726471,0.0613627,0.0613057,0.0508452,0.0479953,0.0451653,0.0508065,0.0044281,0.00294,0.0034151,0.0021079
